DATE,BRKA
2008-04,0.0033733133433282614
2008-05,0.005976839745983559
2008-06,-0.1032305978462679
2008-07,-0.052173913043478744
2008-08,0.01878549584971616
2008-09,0.12006861063464858
2008-10,-0.1156967840735071
2008-11,-0.09948913325829062
2008-12,-0.07115384615384616
2009-01,-0.07347826086956524
2009-02,-0.12180733391432591
2009-03,0.10305343511450377
2009-04,0.08419838523644746
2009-05,-0.02553191489361744
2009-06,-0.01746724890829679
2009-07,0.07777777777777795
2009-08,0.03969072164948469
2009-09,0.0014873574615771133
2009-10,-0.019801980198019466
2009-11,0.01616161616161615
2009-12,-0.01391650099403586
2010-01,0.15524193548387097
2010-02,0.045375218150087014
2010-03,0.01669449081803008
2010-04,-0.05316091954023001
2010-05,-0.081638846737481
2010-06,0.1330374846567839
2010-07,-0.024999999999999717
2010-08,0.014316239316239276
2010-09,0.04908363176743175
2010-10,-0.04176706827309217
2010-11,0.007544006705783555
2010-12,0.0020798668885194122
2011-01,0.016396845163968665
2011-02,0.07249336328364295
2011-03,-0.045696877380045735
2011-04,-0.004389465283320042
2011-05,-0.04789579158316539
2011-06,-0.02247947800463063
2011-07,-0.03966237457473826
2011-08,-0.015524663677129968
2011-09,-0.02704770928039756
2011-10,0.09503745318352062
2011-11,0.013253527148354014
2011-12,-0.03160337552742551
2012-01,0.02762406866803177
2012-02,7.631969472109874e-05
2012-03,0.03362897892041245
2012-04,-0.009023789991796698
2012-05,-0.01614238410595971
2012-06,0.05128312999579256
2012-07,0.02000880387370464
2012-08,-0.006944171995762689
2012-09,0.04851453855878615
2012-10,-0.024076865109268968
2012-11,0.018617041813057157
2012-12,0.0162527669122778
2013-01,0.08813217962106468
2013-02,0.04610111396743749
2013-03,0.024115334207077264
2013-04,0.017404658305605506
2013-05,0.0773584905660378
2013-06,-0.015761821366024477
2013-07,0.03143534994068755
2013-08,-0.03939045428407136
2013-09,0.020113738401676164
2013-10,0.015163429376209759
2013-11,0.010150641062695781
2013-12,0.018025751072961584
2014-01,-0.04715570545250098
2014-02,0.024759455138604905
2014-03,0.07853409169410684
2014-04,0.03162530024019169
2014-05,-0.006596818005432724
2014-06,-0.010937500000000124
2014-07,-0.009352290679304844
2014-08,0.0943845548680647
2014-09,0.0049543423353406914
2014-10,0.01498308361527338
2014-11,0.062214285714285236
2014-12,0.013157599802748176
2015-01,-0.0448451327433629
2015-02,0.024621870150325385
2015-03,-0.01663803237182372
2015-04,-0.018850574712643384
2015-05,0.006560449859418904
2015-06,-0.04632216014897588
2015-07,0.04466682938735672
2015-08,-0.053593457943924956
2015-09,-0.03599942724817419
2015-10,0.04792050809260388
2015-11,-0.015816536002658418
2015-12,-0.01767977751291207
2016-01,-0.017391304347826656
2016-02,0.04216402551965408
2016-03,0.05378786008738381
2016-04,0.026001405481376635
2016-05,-0.0333561643835616
2016-06,0.024941543257988624
2016-07,-0.004493605254061745
2016-08,0.04518518518518543
2016-09,-0.04225726435152336
2016-10,-0.0024049579132363096
2016-11,0.09874826147426936
2016-12,0.030046413502109567
2017-01,0.007615076130280139
2017-02,0.04520692739247051
2017-03,-0.02819914430182769
2017-04,-0.008284970982589604
2017-05,0.002663653240778245
2017-06,0.025197230719691224
2017-07,0.03174715351393744
2017-08,0.03296979291134196
2017-09,0.012120095781911991
2017-10,0.02085608211399837
2017-11,0.03932684422576412
2017-12,0.020926243567752606
2018-01,0.08660954301075248
2018-02,-0.040587553150366606
2018-03,-0.03593875906526993
2018-04,-0.02825142092945502
2018-05,-0.011869946671254242
2018-06,-0.017966573816155882
2018-07,0.06917458516522487
2018-08,0.04725584480185707
2018-09,0.013299556681443815
2018-10,-0.03842187500000067
2018-11,0.05945629742773136
2018-12,-0.06134969325153329
